-0.0002382,0,0
-0.0002364,-0.0012563,-2.1608e-05
-0.0002346,-0.0050251,-4.02e-06
-0.0002328,-0.0012563,-2.2864e-05
-0.000231,0.012877,-2.1608e-05
-0.0002292,-0.00094221,-2.8894e-05
-0.0002274,0.0065955,-6.1557e-05
-0.0002256,0.0065955,-1.4572e-05
-0.0002238,0.0021985,-2.3366e-05
-0.000222,0.0018844,-2.5376e-05
-0.0002202,0.0047111,-3.3668e-05
-0.0002184,0.0059673,-2.3366e-05
-0.0002166,-0.0012563,-4.1206e-05
-0.0002148,-0.0053392,-5.4271e-05
-0.000213,0.0018844,-5.5527e-05
-0.0002112,0.01005,-5.9296e-05
-0.0002094,0.00094221,-5.5778e-05
-0.0002076,-0.0012563,-5.5778e-05
-0.0002058,0.0062814,-4.6985e-05
-0.000204,0.0065955,-4.0452e-05
-0.0002022,0.0037688,-8.7437e-05
-0.0002004,0.0065955,-4.2211e-05
-0.0001986,0.009108,-5.201e-05
-0.0001968,0,-0.00011734
-0.000195,0.0065955,-9.8241e-05
-0.0001932,0.0053392,-9.4974e-05
-0.0001914,-0.0012563,-8.9949e-05
-0.0001896,0.0025126,-9.6985e-05
-0.0001878,0.011621,-9.1206e-05
-0.000186,0.00031407,-0.00011708
-0.0001842,0.0065955,-0.00013467
-0.0001824,-0.00031407,-9.8241e-05
-0.0001806,0.00094221,-9.3718e-05
-0.0001788,0.0040829,-0.00012889
-0.000177,0.0065955,-8.9447e-05
-0.0001752,0.0047111,-0.00015025
-0.0001734,-0.0078518,-0.00011382
-0.0001716,0.013819,-0.00012186
-0.0001698,0.00062814,-0.00012789
-0.000168,-0.0059673,-0.00013342
-0.0001662,0.0021985,-0.00011734
-0.0001644,0.012249,-0.00013668
-0.0001626,0.0056533,-0.00014296
-0.0001608,-0.00094221,-0.0001
-0.000159,0.0065955,-0.00012462
-0.0001572,0.0065955,-0.00012714
-0.0001554,0.010364,-0.00013266
-0.0001536,0.0037688,-0.00016055
-0.0001518,-0.0078518,-0.0001603
-0.00015,0.0065955,-0.00015477
-0.0001482,0.013191,-0.00017261
-0.0001464,0.0012563,-0.00016784
-0.0001446,0.014447,-0.00015703
-0.0001428,0.0015704,-0.00014523
-0.000141,-0.0012563,-0.00017864
-0.0001392,-0.00094221,-0.00016683
-0.0001374,-0.00031407,-0.00018945
-0.0001356,0.004397,-0.00018618
-0.0001338,0.0065955,-0.00016734
-0.000132,0.0065955,-0.0001598
-0.0001302,-0.0012563,-0.00014975
-0.0001284,-0.0012563,-0.00016231
-0.0001266,0.0065955,-0.00016256
-0.0001248,-0.0053392,-0.00015025
-0.000123,-0.0012563,-0.00015477
-0.0001212,0.0075377,-0.00015955
-0.0001194,0.004397,-0.00013744
-0.0001176,0.0056533,-0.00015151
-0.0001158,0.0065955,-0.00015804
-0.000114,0.0018844,-0.0001397
-0.0001122,0.0065955,-0.00013015
-0.0001104,0.014447,-0.00014548
-0.0001086,0.0040829,-0.0001206
-0.0001068,-0.0053392,-0.0001191
-0.000105,0.0065955,-0.00016106
-0.0001032,0.011935,-0.00016482
-0.0001014,0.0012563,-0.00011508
-9.96e-05,0.0065955,-8.5175e-05
-9.78e-05,0.008794,-9.8995e-05
-9.6e-05,0.0050251,-0.00010578
-9.42e-05,0.0069095,-7.8392e-05
-9.24e-05,-0.0012563,-0.0001299
-9.06e-05,0.0065955,-0.0001108
-8.88e-05,0.0056533,-7.8894e-05
-8.7e-05,-0.0028266,-8.4422e-05
-8.52e-05,0.00062814,-7.6382e-05
-8.34e-05,0.0059673,-5.4271e-05
-8.16e-05,0.0065955,-6.9095e-05
-7.98e-05,0.012563,-5.7537e-05
-7.8e-05,0.0065955,-3.1658e-05
-7.62e-05,0.0031407,-2.5628e-05
-7.44e-05,0.0065955,-2.7387e-05
-7.26e-05,0.0075377,-5.7789e-05
-7.08e-05,0.0062814,-1.5829e-05
-6.9e-05,0.0050251,1.1056e-05
-6.72e-05,0.011621,-1.256e-06
-6.54e-05,0.0065955,5.779e-06
-6.36e-05,0.0037688,-6.281e-06
-6.18e-05,0.0078518,7.538e-06
-6e-05,0.0065955,2.262e-06
-5.82e-05,0.0078518,2.0352e-05
-5.64e-05,0.009108,2.0603e-05
-5.46e-05,0.0065955,2.0603e-05
-5.28e-05,0.0037688,4.2211e-05
-5.1e-05,0.0050251,3.6181e-05
-4.92e-05,-0.0015704,3.392e-05
-4.74e-05,0.013505,1.3066e-05
-4.56e-05,0.004397,6.4322e-05
-4.38e-05,0.0065955,2.7639e-05
-4.2e-05,0.0081658,1.6081e-05
-4.02e-05,0.0047111,-1.6834e-05
-3.84e-05,0.0059673,-2.01e-06
-3.66e-05,-0.0078518,1.9598e-05
-3.48e-05,0.0047111,0
-3.3e-05,0.0081658,1.6081e-05
-3.12e-05,0.0065955,3.1659e-05
-2.94e-05,0.00094221,2.4875e-05
-2.76e-05,0.013505,1.4071e-05
-2.58e-05,0.0065955,2.588e-05
-2.4e-05,0.014447,-2.0351e-05
-2.22e-05,-0.0012563,-1.608e-05
-2.04e-05,0.0065955,-1.1557e-05
-1.86e-05,-0.00094221,-3.0653e-05
-1.68e-05,0,-3.5427e-05
-1.5e-05,0.0065955,-6.6834e-05
-1.32e-05,0,-4.1959e-05
-1.14e-05,0.009108,-4.1959e-05
-9.6e-06,0.0065955,-6.1055e-05
-7.8e-06,-0.0012563,-4.799e-05
-6e-06,-0.0012563,-3.0402e-05
